cn_0,虽然通常没什么威力，但有很低的机率来一次杀死对方。
cn_46002,"每强化1级，魔防+1\n王者之风在重锻时只需要一件装备\n套装部件：\n亚瑟王的圣剑（赝品）\n亚瑟王的铠甲（赝品）\n王者之风\n激活套装后：防御-10，力量+5，体质/敏捷/智力/精神/毅力+3，体力+200，魔力+20，体力/魔力恢复+2，魔防+5，土、风、水、火属性防御+2%"
cn_46003,"每强化1级，魔防+1"
cn_46004,"每强化1级，魔防+1"
cn_46005,"每强化1级，魔防+1"
cn_46006,"每强化1级，魔防+1"
cn_46007,"每强化1级，魔防+2"
cn_46008,"每强化1级，魔防+2\n精灵装备时，体力恢复+3"
cn_46009,"每强化1级，魔防+1，强化+5起，强化增加额外魔力恢复"
cn_46010,"只能使用「初心者防具强化卷轴」进行强化，最多只能强化到4级\n套装部件：\n初心者皮甲\n初心者单肩披风\n激活套装后：防御-1，敏捷+1"
cn_46500,"一件老旧的防具，只能稍微增加你的生存能力"
cn_46501,"只能使用「初心者防具强化卷轴」进行强化，最多只能强化到4级"
cn_46502,"每强化1级，魔防+1，强化增加额外体力"
cn_46503,"每强化1级，魔防+1"
cn_46504,"每强化1级，魔防+2"
cn_47000,"一件老旧的防具，只能稍微增加你的生存能力"
cn_47001,"只能使用「初心者防具强化卷轴」进行强化，最多只能强化到4级.\n强化+4时，近战命中+1，远程命中+1"
cn_47002,"每级强化额外增加体力\n强化+5起，每级强化增加额外近战命中\n强化+6起，每强化1级，命中抵抗+1"
cn_47003,"强化+6起，每强化1级，物理减伤+1\n套装部件：\n精钢铠甲\n精钢头盔\n精钢手套\n精钢长靴\n精钢盾牌\n激活套装后：防御-3，物理减伤+1"
cn_47004,"每2级强化，远程命中+1\n强化+5起，每级强化增加额外远程命中\n强化+6起，每强化1级，命中抵抗+1"
cn_47005,"强化增加额外远程命中\n每强化2级，命中抵抗+1\n强化+7起，每强化1级，命中抵抗+1\n套装部件：\n精灵游侠头盔\n精灵游侠手套\n精灵游侠护腿\n激活套装后：敏捷+2，体质+5，物理减伤+2"
cn_47006,"强化增加额外近战命中\n每强化2级，物理减伤+1\n强化+7起，每强化1级，物理减伤+1"
cn_47007,"强化增加额外近战命中\n每强化2级，物理减伤+1"
cn_47500,"一件老旧的防具，只能稍微增加你的生存能力"
cn_47501,"只能使用「初心者防具强化卷轴」进行强化，最多只能强化到4级"
cn_47502,"每级强化额外增加体力\n强化+6起，每强化1级，命中抵抗+1"
cn_47503,"强化+6起，每强化1级，命中抵抗+1"
cn_47504,"强化+6起，每强化1级，物理减伤+1\n套装部件：\n精钢铠甲\n精钢头盔\n精钢手套\n精钢长靴\n精钢盾牌\n激活套装后：防御-3，物理减伤+1"
cn_47505,"每强化2级，物理减伤+1\n强化+7起，每强化1级，物理减伤+1"
cn_47506,"每强化2级，命中抵抗+1\n强化+7起，每强化1级，命中抵抗+1\n套装部件：\n精灵游侠头盔\n精灵游侠手套\n精灵游侠护腿\n激活套装后：敏捷+2，体质+5，物理减伤+2"
cn_48000,"只能使用「初心者防具强化卷轴」进行强化，最多只能强化到4级"
cn_48001,"只能使用「初心者防具强化卷轴」进行强化，最多只能强化到4级\n套装部件：\n初心者盔甲\n初心者大盾\n激活套装后：防御-1，物理减伤+1"
cn_48002,"每级强化：防御-1，额外体力\n骨头套装部件：\n骨盔\n骨甲\n骨盾\n激活套装后：防御-2，体力+15，体力恢复+2，物理减伤+1"
cn_48003,"强化+6起，每强化1级，物理减伤+1"
cn_48004,"强化+6起，每强化1级，物理减伤+1\n套装部件：\n精钢铠甲\n精钢头盔\n精钢手套\n精钢长靴\n精钢盾牌\n激活套装后：防御-3，物理减伤+1"
cn_48005,"每强化1级，魔防+1"
cn_48006,"每强化2级，物理减伤+1\n强化+7起，每强化1级，物理减伤+1"
cn_48007,"每强化2级，物理减伤+1\n强化+7起，每强化1级，物理减伤+1"
cn_48501,"对抗暴君阿提拉王英雄的象征。可通过位于马洛斯城镇的\fW德拉斯[英雄]\f>提升项链等级。"
cn_48502,"对抗暴君阿提拉王英雄的象征。可通过位于马洛斯城镇的\fW德拉斯[英雄]\f>提升项链等级。"
cn_48503,"对抗暴君阿提拉王英雄的象征。可通过位于马洛斯城镇的\fW德拉斯[英雄]\f>提升项链等级。"
cn_48504,"对抗暴君阿提拉王英雄的象征。可通过位于马洛斯城镇的\fW德拉斯[英雄]\f>提升项链等级。"
cn_48505,"对抗暴君阿提拉王英雄的象征。可通过位于马洛斯城镇的\fW德拉斯[英雄]\f>提升项链等级。"
cn_48506,"对抗暴君阿提拉王英雄的象征。可通过位于马洛斯城镇的\fW德拉斯[英雄]\f>提升项链等级。"
cn_48507,"对抗暴君阿提拉王英雄的象征。可通过位于马洛斯城镇的\fW德拉斯[英雄]\f>提升项链等级。"
cn_48508,"对抗暴君阿提拉王英雄的象征。可通过位于马洛斯城镇的\fW德拉斯[英雄]\f>提升项链等级。"
cn_48509,"对抗暴君阿提拉王英雄的象征。可通过位于马洛斯城镇的\fW德拉斯[英雄]\f>提升项链等级。"
cn_48510,"对抗暴君阿提拉王英雄的象征。可通过位于马洛斯城镇的\fW德拉斯[英雄]\f>提升项链等级。"
cn_48511,"对抗暴君阿提拉王英雄的象征。可通过位于马洛斯城镇的\fW德拉斯[英雄]\f>提升项链等级。"
cn_48512,"对抗暴君阿提拉王英雄的象征。可通过位于马洛斯城镇的\fW德拉斯[英雄]\f>提升项链等级。"
cn_48513,"项链中的宝石闪耀着犹如邪恶的巴西利斯克眼珠的色泽，因此而得名。\n祝福之后能进行强化。"
cn_48600,"纪念封测中职业等级进入排名前三的限定腰带。"
cn_48601,"以传说中的巨人所命名的腰带，能增加负重量。\n祝福之后能进行强化。"
cn_48602,"精灵工匠打造的腰带，能提升射击的效率\n每强化2级，远程命中+1\n每级强化增加额外魔力"
cn_48603,"按照传统红骑士佩戴的腰带打造而成\n每强化2级，近战命中+1\n每级强化增加额外体力"
cn_48604,"加入奥钢改造的腰带\n强化+5起增加毅力和魔力恢复"
cn_48700,"纪念封测中职业等级第一名的限定戒指。"
cn_48701,"环内刻有神秘符文的控制戒指，装备后能够指定书签内已记录的地点作为传送目的地。\n祝福之后能进行强化。"
cn_48702,"注入了防御魔法的戒指，能抵抗一些负面状态。\n祝福之后能进行强化。"
cn_48703,"参与了封测玩家获得的专属戒指。\n2019年12月31日前可到\fW马洛斯城镇\f>的\fW德拉斯[英雄]\f>处兑换\fW英雄礼包\f>。"
cn_48704,"玛娜魔石与珍贵的奥钢制作而成的戒指。"
cn_48705,"对抗暴君阿提拉王英雄的象征。这只指环传承了英雄的意志，已经不能再被强化了。"
cn_48706,"对抗暴君阿提拉王英雄的象征。\n进阶到Lv.4后可解锁交易。"
cn_48707,"对抗暴君阿提拉王英雄的象征。\n进阶到Lv.4后可解锁交易。"
cn_48708,"对抗暴君阿提拉王英雄的象征。\n这只指环已经进阶到了最高等级。"
cn_48709,"对抗暴君阿提拉王英雄的象征。\n这只指环已经进阶到了最高等级。"
cn_48710,"对抗暴君阿提拉王英雄的象征。\n这只指环已经进阶到了最高等级。"
cn_48711,"对抗暴君阿提拉王英雄的象征。\n这只指环已经进阶到了最高等级。"
cn_48800,"纪念封测中职业等级进入排名前二的限定耳环。"
cn_48801,"蕴含着大地之力的星型耳饰。能增加对土系魔法的抗性。"
cn_48802,"蕴含着生命之力的月亮形状的耳饰。能增加对水系魔法的抗性。"
cn_48803,"蕴含着烈焰之力的日之耳飾。能够增加对火系魔法的抗性。"
cn_48804,"两边各以一颗玛娜魔石加工而成的耳饰。蕴含着强大的魔力，但只有强大的法师或者流淌着高贵血统之人才能佩戴。"
cn_48805,"给予对抗阿提拉王的新兵的奖励。耳饰会在领取的5天之后消失。"
cn_48806,"附有能增强佩戴者防御和魔法防御能力的耳饰。\n祝福之后能进行强化和解除绑定。\n强化能增加防御、魔抗和多种异常状态的抗性。\n重锻不需要额外的一双耳饰。"
cn_48807,"黄金制成的耳饰。强化+5起能增加毅力。"
cn_49001,"防御-1，敏捷+1"
cn_49002,"防御-1，物理减伤+1"
cn_49003,"防御-2，体力+15，体力恢复+2，物理减伤+1"
cn_49004,"防御-1，魔力+10，力量+1"
cn_49005,"防御-3，物理减伤+1"
cn_49006,"敏捷+2，体质+5，物理减伤+2"
cn_49007,"防御-10，力量+5，体质/敏捷/智力/精神/毅力+3，体力+200，魔力+20，体力/魔力恢复+2，魔防+5，土、风、水、火属性防御+2%"
cn_50000,"一颗红色通透的矿石\n可拿到骑特拉饰品商人处出售换取金币"
cn_50001,"一颗蓝色通透的矿石\n可拿到骑特拉饰品商人处出售换取金币"
cn_50002,"一颗绿色通透的矿石\n可拿到骑特拉饰品商人处出售换取金币"
cn_50003,"灵魂的结晶\n任务道具"
cn_50004,"兽人召唤者喜欢用它们的法杖来敲打敌人"
cn_50005,"一片巨型植物的花瓣\n任务道具"
cn_50006,"巨型植物的花籽\n任务道具"
cn_50007,"飞龙德雷克的力量结成的晶体\n任务道具"
cn_50008,"巨大植物的枝叶\n任务道具"
cn_51000,"从人形僵尸身上掉下来的魂石。仍然残留有一定的魔力。\n鲁弗斯[收集]会对这件物品感兴趣。"
cn_51001,"来自人形僵尸身上的腐肉。\n任务道具"
cn_51002,"一颗巨大的心脏\n任务道具"
cn_51003,"骷髅的骨头\n任务道具"
cn_51004,"零散的库洛碎片"
cn_51005,"经过兽人族长者萨满施放巫术的骨头磨粉"
cn_51006,"人生前的怨念，死后化为灵魂结晶，使人成为行尸走肉的丧尸\n任务道具"
cn_51007,"解除中毒效果，并且可解除食尸鬼的麻痹效果。"
cn_52000,"从邪恶堕落者身上掉下来的魂石。仍然残留有一定的魔力。\n鲁弗斯[收集]会对这件物品感兴趣。"
cn_52001,"从邪恶堕落者身上扯下来的非常劣质的皮革。\n任务道具"
cn_52002,"一颗巨大的心脏\n任务道具"
cn_52003,"弱化邪恶者身上的晶石\n任务道具"
cn_52004,"取自于动物身上的骨头。\n可以拿到防具制作师或者贾克斯那里去制作装备或者素材。"
cn_52005,"用动物的骨头研磨而成的粉末。\n可用于制作装备，也是重锻祝福装备必不可少的材料之一。"
cn_52006,"散发着黑魔法的气息，会让持有者变得失去理智，只听命于这种结晶的制作者\n任务物品"
cn_52007,"解除中毒效果，并且可解除诸如邪恶暴徒的麻痹效果之类的症状。"
cn_60001,"精心铸造的银质箭矢。能对邪恶系、人狼族和恶魔族造成额外伤害。"
cn_60002,"采用秘银制作而成的箭矢。能对邪恶系、人狼族和恶魔族造成额外伤害。"
cn_60003,"采用黑色秘银制作而成的箭矢，伤害十分惊人。能对邪恶系、人狼族、恶魔族和玩家角色造成额外伤害。"
cn_60004,"采用极为稀有的奥钢制作而成的箭矢。"
cn_60006,"天选之人才能获得的受到祝福的月光女神留下的眼泪。\n\fW能够使用五次\f>\n有效时间48小时\n骑士、王族使用后可获得二段加速效果。\n法师、精灵使用后可获得二段加速效果，且使用时，角色初始力量/敏捷点数达到18点或全部力量/敏捷点数达到35点，额外获得物理攻击速度加成"
cn_60007,"天选之人才能获得的受到祝福的高浓度魔法药水，使用后可临时提高移动速度，持续一段时间。\n有效时间48小时\n\fW其分量足够使用四次\f>"
cn_60008,"天选之人才能获得的受到祝福的药水，使用后可恢复较少体力。\n有效时间48小时\n\fW可以使用100次\f>"
cn_60009,"天选之人才能获得的受到祝福的药水，使用后可恢复体力。\n有效时间48小时\n\fW可以使用100次\f>"
cn_60010,"天选之人才能获得的受到祝福的药水，使用后可恢复较多体力。\n有效时间48小时\n\fW可以使用100次\f>"
cn_60011,"使用龙族的鳞片与银块制作而成的矢箭。除了银箭的效果之外，还能对龙族造成额外的伤害。"
cn_60012,"拥有神奇的魔法，使用后，可在30分钟内获得打怪经验1.1倍。\n有效时间24小时\n\fW可使用4次\f>\n死亡时清空该状态"
cn_60013,"拥有神奇的魔法，使用后，可在30分钟内获得打怪经验1.2倍。\n死亡时清空该状态"
cn_60014,"拥有神奇的魔法，使用后，可在30分钟内获得打怪经验1.5倍。\n有效时间24小时\n\fW可使用2次\f>\n死亡时清空该状态"
cn_60015,"天选之人才能获得的受到祝福的经验魔方，可在30分钟内获得打怪经验1.5倍。\n有效时间48小时\n\fW可使用2次\f>\n死亡时清空该状态"
cn_60021,"打开之后可获得一个1.2倍经验魔方，并且可随机获得7-15个[隐谷印记·无畏]"
cn_60022,"活动限时打折出售的万能药礼盒。打开后可获得：\n万能药（力量）x5\n万能药（敏捷）x5\n万能药（智力）x5"
cn_60023,"活动限时打折出售的万能药礼盒。打开后可获得：\n万能药（力量）x5\n万能药（智力）x5\n万能药（毅力）x5"
cn_60024,"活动限时打折出售的万能药礼盒。打开后可获得：\n万能药（敏捷）x5\n万能药（智力）x5\n万能药（毅力）x5"
cn_60025,"活动限时打折出售的万能药礼盒。打开后可获得：\n万能药（力量）x1\n万能药（敏捷）x1\n万能药（智力）x1\n万能药（毅力）x1"
cn_60026,"活动限时打折出售的万能药礼盒。打开后可获得：\n万能药（力量）x5"
cn_60027,"活动限时打折出售的万能药礼盒。打开后可获得：\n万能药（敏捷）x5"
cn_60028,"活动限时打折出售的万能药礼盒。打开后可获得：\n万能药（智力）x5"
cn_60029,"活动限时打折出售的万能药礼盒。打开后可获得：\n万能药（毅力）x5"
cn_60031,"拥有神奇的魔法，使用后，可在一定时间内获得打怪经验1.2倍。\n死亡时清空该状态"
cn_60032,"这个道具是不应该存在于这个世上的bug一般的存在。如果你见到了这个道具，你应该马上向开发者反馈。如果你滥用这个道具并且隐瞒不报，就做好被封号的准备吧！"
