tw_0,雖然通常沒什麼威力，但有很低的機率來一次殺死對方。
tw_2629,"裝有屈原長靴的禮盒。有機會隨機開出七種屈原長靴中的其中一種。"
tw_2630,"裝有被封印的符石的禮盒，打開後可隨機獲得一顆被封印的一等或二等符石。"
tw_2631,"帶有神秘魔能的卷軸，使用時可以對防具進行無損附魔強化，即使失敗也不會降低防具的附魔強化等級。"
tw_2632,"受重力領域處魔能的影響產生特殊變化的圖騰，可用於重鍛振奮脛甲。"
tw_2633,"受重力領域處魔能的影響，長勢喜人的優質小麥，可用於將神恩麥酒進階為神賜麥酒。"
tw_2634,"新年福利簽，使用後有機會獲得強化保護卷軸或高級強化保護卷軸。"
tw_2635,"新年福利簽，使用後有機會獲得一張一階魔力球兌換券或十個獸靈。"
tw_2636,"新年福利簽，使用後必定獲得兩個強化自我加速藥水和六個月輝之淚。"
tw_2637,"新年福利簽，使用後必定獲得兩張高級變形卷軸。"
tw_2638,"神明對人們贈與的珍貴麥穗，一粒可種出一畝糧食。\n可到\fW馬洛斯西蒙\f>處兌換神恩麥酒等道具。"
tw_2639,"傳統喜愛的慶典鞭炮。\n可到\fW馬洛斯史黛拉\f>處兌換保護卷軸等珍貴道具。"
tw_2640,"飲用後能在重力領域維持懸浮狀態的藥水，避免因重壓減少體力和魔力。"
tw_2641,"施魔法在戒指上給予強化，使戒指擁有更強的力量。\n該卷軸只能對強擊戒指、靈能戒指給予強化。"
tw_2642,"使用特殊工藝所制成的戒指，刻有加強物理暴擊的魔法陣。"
tw_2643,"使用特殊工藝所制成的戒指，刻有加強魔法暴擊的魔法陣。"
tw_2644,"\f=限時物品，到期消失。\f> \n一把被祝福過的魔鏟，跟著它的指引有機率找到神秘的寶藏。"
tw_2645,"裝有被封印的符石的禮盒，打開後可隨機獲得一顆被封印的一等符石。"
tw_2646,"可用於對已附魔強化的防具進行靈晶提取，將紀錄有防具附魔強化能力的靈晶從防具中分離出來。"
tw_2647,"可在已附魔強化的防具提取靈晶時，保護靈晶中蘊含的附魔強化能力不受損失的卷軸。"
tw_2648,"\f=限時物品，有效期：24小時\f>。\n冒險者可憑此麵包前往達特福德城鎮與\fW巴克斯\f>對話領取附魔循環任務(60等或洗禮後可接)，完成任務獲得30個\fW頭盔精加工粉末（綁定）\f>和30個\fWT恤精加工粉末（綁定）\f>。"
tw_2649,"在追憶之島沉澱許久凝結成的靈石。\n任務道具"
tw_2650,"可將防具附魔強化屬性轉換為另一種屬性的神秘卷軸。"
tw_2651,"略重的高級英雄紋章禮盒，使用後可隨機獲得20~100個\f=高級英雄紋章\f>。"
tw_2652,"沈重的高級英雄紋章禮盒，使用後可隨機獲得150~500個\f=高級英雄紋章\f>。"
tw_2653,"神明對人們贈與的珍貴植物種子。\n可到\fW馬洛斯的西蒙\f>處將神恩麥酒進階為神賜麥酒。"
tw_2654,"植樹節活动道具，常見的植物種子，可到\fW達特福德城堡的普蘭特\f>處兌換嫩苗。"
tw_2655,"植樹節活动道具，水凌林特有的純淨水源，可到\fW達特福德城堡的普蘭特\f>處兌換嫩苗。"
tw_2656,"植樹節活动道具，罕見的肥沃土壤，可到\fW達特福德城堡的普蘭特\f>處兌換嫩苗。"
tw_2657,"植樹節活动道具，種出健康樹苗的必要材料，可在\fW達特福德城堡的普蘭特\f>處兌換嫩苗。"
tw_2658,"植樹節活动道具，在指定坐標種下嫩苗可獲得\fW稱號[植衛隊]解鎖憑證\f>。"
tw_2659,"使用後可解鎖稱號[植衛隊]。\n稱號屬性：風防+8、火防+8、水防+8、土防+8、體力+20、魔力+20。"
tw_2660,"帶有強大元素的永恆之戒。不滅的元素力量可以提升使用者的元素傷害。\n但此元素力量需與元素強化武器共鳴後才能發揮作用，使用者無元素強化武器或元素強化武器無能量時均不可生效。"
tw_2661,"帶有強大元素的永恆之戒。進階後的永恆之戒蘊藏更加狂暴的元素力量，可以大幅提升使用者的元素傷害。\n但此元素力量需與元素強化武器共鳴後才能發揮作用，使用者無元素強化武器或元素強化武器無能量時均不可生效。"
tw_2662,"合成永恆元素之戒的關鍵素材，可在英特尼蒂處製作永恆元素之戒。"
tw_2663,"凝聚著風元素能量的風核，似乎正是這個結晶給狂風島的怪物帶來了風元素能量。可在英特尼蒂處進階永恆元素之戒。"
tw_2664,"凝聚著火元素能量的火種，似乎正是這個結晶給烈焰島的怪物帶來了火元素能量。可在英特尼蒂處進階永恆元素之戒。"
tw_2665,"凝聚著水元素能量的水晶，似乎正是這個結晶給凌冰島的怪物帶來了水元素能量。可在英特尼蒂處進階永恆元素之戒。"
tw_2666,"凝聚著土元素能量的山靈，似乎正是這個結晶給戈壁島的怪物帶來了土元素能量。可在英特尼蒂處進階永恆元素之戒。"
tw_2667,"永恆之島上元素怪物掉落的奇妙晶塊，難以想像元素怪物上有如此完整的碎片，似乎其中蘊含的元素能量更加豐富。"
tw_2668,"永恆之島上元素怪物掉落的奇妙碎片，閃爍著斑斕色彩。"
tw_2669,"打開後可獲得進入永恆之島·I的憑證\f=永恆之心·I\f>。"
tw_2670,"打開後可獲得進入永恆之島·Ⅱ的憑證\f=永恆之心·Ⅱ\f>。"
tw_2671,"打開後可獲得進入永恆之島·Ⅲ的憑證\f=永恆之心·Ⅲ\f>。"
tw_2672,"使用後可進入永恆之島的神秘寶石。"
tw_2673,"使用後可進入永恆之島·Ⅱ的神秘寶石。\n使用等級：50~80\n未進行聖光洗禮的角色不可使用"
tw_2674,"使用後可進入永恆之島·Ⅲ的神秘寶石。\n使用等級：81~100\n未進行聖光洗禮的角色不可使用"
tw_2675,"精巧的四葉手工印花，\n可到\fW馬洛斯優莉卡\f>處兌換淬體煉魔藥水、部分萬能藥、強化保護卷軸、死亡不消失的4倍經驗魔方或祈福寶箱。"
tw_2676,"精巧的楓葉手工印花，\n可到\fW馬洛斯優莉卡\f>處兌換強化保護卷軸、死亡不消失的4倍經驗魔方或祈福寶箱。"
tw_2677,"精巧的元素秘法簽，使用後持續300秒內元素傷害+4。\n注意：此元素傷害加成需在使用元素強化武器且天啓魔能不為0時才可生效。"
tw_2678,"使用後可為所屬血盟增加\fW100\f>血盟資源。\n\f=此物品增加血盟資源不能獲得榮譽點。\f>"
tw_2679,"使用後可為所屬血盟增加\fW200\f>血盟資源。\n\f=此物品增加血盟資源不能獲得榮譽點。\f>"
tw_2680,"\f=限時物品，到期消失。\f> \n帶有古老封印的寶盒，裡面保存有失去魔力的神武，使用後可隨機獲得1件失去魔力的神武：\n失去魔力的烈炎之刃\n失去魔力的巴風特魔杖\n失去魔力的惡龍之弓\n失去魔力的巨蟻雙鐮\n失去魔力的惡龍手甲\n失去魔力的烈炎巨劍"
tw_2681,"\f=限時物品，到期消失。\f> \n帶有古老封印的寶盒，裡面保存有boss身上的魔力材料，使用後可隨機獲得1件不死鳥的羽毛或1件龍骨。"
tw_2682,"\f=限時物品，到期消失。\f> \n使用後可隨機獲得1件魔法頭盔，有機率獲得的裝備為以下2種：\n魔法頭盔:治癒\n魔法頭盔:力量"
tw_2683,"\f=限時物品，到期消失。\f> \n使用後可隨機獲得1本魔法書或1個晶石，有機率獲得的魔法書及晶石為以下4種：\n[高級治癒術]魔法書\n[三重矢]晶石\n[淨化精神]晶石\n[魔力奪取]魔法書。"
tw_2684,"\f=限時物品，到期消失。\f> \n使用後可隨機獲得1瓶萬能藥，有機率獲得的萬能藥為以下五種：\n萬能藥(力量)\n萬能藥(毅力)\n萬能藥(智力)\n萬能藥(敏捷)\n萬能藥(精神)"
tw_2685,"\f=限時物品，到期消失。\f> \n使用後可隨機獲得1顆被封印的符石。"
tw_2686,"\f=限時物品，到期消失。\f> \n帶有古老封印的寶盒，裡面保存有boss身上的魔力材料，使用後可隨機獲得1件不死鳥的羽毛或1件黑暗源力。"
tw_2687,"\f=限時物品，到期消失。\f> \n使用後可隨機獲得1件紅眼裝備，有機率獲得的裝備為以下2種：\n紅眼腰帶\n紅眼魔盾"
tw_42001,"古代戰場上遺留下來的物品殘缺碎片。\n魯弗斯[收集]會對這件物品感興趣。可以出售換取金幣。"
tw_42002,"人狼族的尖牙。\n魯弗斯[收集]會對這件物品感興趣。可以出售換取金幣。"
tw_42003,"一個被打壞的獸人圖騰。\n魯弗斯[收集]會對這件物品感興趣。可以出售換取金幣。"
tw_42004,"獸人族持有的圖騰，能感覺到有微弱的魔力從中散發出來\n魯弗斯[收集]會對這件物品感興趣。可以出售換取金幣。"
tw_42005,"古老的獸人圖騰，能讓持有者提升魔力\n魯弗斯[收集]會對這件物品感興趣。\n任務道具"
tw_42008,"寫滿詭異符文的卷軸，使用後可在一段時間內變為\f=邪惡狩獵者。"
tw_42009,"獸人召喚者喜歡用它們的法杖來敲打敵人"
tw_42010,"昂哥蜘蛛的毒牙。"
tw_42011,"伯特倫被護法者奪走的貨物。"
tw_42012,"經由石頭戈倫消化後的混合礦石。"
tw_42013,"污穢的氣息凝結成的結晶體。"
tw_42014,"夜影的核心。"
tw_42015,"熊地精的力量核心。"
tw_42016,"食人魔體內凝結的力量結晶。"
tw_42017,"食物。"
tw_42018,"制作衣物及防具的原料。"
tw_42019,"护法者用於操纵怪物的宝石。"
tw_42020,"写着阿提拉王交给护法者的任务。"
tw_42021,"Themis模仿兽人字迹伪造的信件，用於激怒护法者，离间护法者与兽人的关系，瓦解他们的联盟。"
tw_42022,"击败兽人战士后从其身上掉落或分离的部分。"
tw_42023,"哥布林強盜的常用武器。"
tw_42024,"哥布林掠奪者的常備藥物，可用於治療輕微的傷害。"
tw_42025,"霍哥布林搶奪者隨身攜帶的一對小鋼珠，使用精鋼打造而成，將其置於手中把玩可鍛煉掌指肌肉力量及靈活性。"
tw_42026,"霍哥布林巡守用藥草編織的項鏈，平時可當裝飾品，受傷時可拆下來作急救藥品。"
tw_42027,"用死去的獸人戰士骸骨做成的護身符，據說可以令佩戴的人更勇猛，但從效果上看來更像是一件紀念品。"
tw_42028,"一種運動神經阻斷劑，中毒的人不能動彈，但痛覺會被放大，適合用於折磨俘虜或嚴刑逼供。"
tw_42029,"獸人法師身上帶著的奇怪的小零食，據說食用后能提升敏捷度及爆發力，雖然從成分看來只是普通的大分子蛋白，但獸人一族對其傳說中的效果深信不疑。"
tw_42030,"巫師總喜歡收集這種惡心的小生物，用來喂飼他們惡心的小寵物，或是煉制奇怪的藥物。"
tw_42031,"巫師總喜歡收集這種惡心的小部件，用來喂飼他們惡心的小寵物，或是煉制奇怪的藥物。"
tw_42032,"戰士擊敗人狼后最愛收集的戰利品之一，象征著勇猛，對低級的怪物及小動物具有恫嚇作用。"
tw_42033,"護法者的身份象征，是進入護法者地盤的通行證。"
tw_42034,"用它做成的防具，除了重也沒啥缺點了。"
tw_42035,"能提升熊地精的HP，用於人類的效果尚不明確。"
tw_42036,"古老的魔法書中記載著咒石哥倫青苔的用途，具體內容只有某些魔法師知道。"
tw_42037,"記載著武器研究心得的珍貴卷軸，蘊含了礦石的魔力，可對商店出售的一階武器進行強化升等。"
tw_42038,"記載著防具研究心得的珍貴卷軸，蘊含了礦石的魔力，可對商店出售的一階防具進行強化升等。"
tw_42039,"蘊含可以強化裝備的魔法能量礦石。\n可以拿到武器或者防具製作師那裡提煉加工成為一階武器或防具的強化卷軸。"
tw_42040,"蘊含強大邪惡力量的魂晶。一般人都會對其敬而遠之。\n魯弗斯[收集]會對這件物品感興趣。可以出售換取金幣。"
tw_42041,"騎士職業試煉任務物品。"
tw_42042,"王族職業試煉任務物品。"
tw_42043,"法師職業試煉任務物品。"
tw_42044,"精靈職業試煉任務物品。"
tw_42045,"從棲息在地監深處的昆蟲口中採集到的唾液樣本。顯然，一般人無法理解為什麼要採集這種樣本。\n魯弗斯[收集]會對這件物品感興趣。"
tw_42046,"兵蟻身上有時會生長著這種菌類，可以採集來當食物。"
tw_42047,"生物的毒素結晶化之後的晶體。"
tw_42048,"蜥蜴人身上帶有的銘牌，用來證明它們的「士兵」身份。"
tw_42049,"巴西利斯克使用冰魔法的魔力源，一般越強的巴西利斯克體內越多。"
tw_42050,"精靈園林主線任務物品。莉雅贈予伊蒂絲的精靈之晶，請帶上它找馬洛斯地區的[守衛-梟風]。"
tw_42051,"精靈園林主線任務物品。莉雅贈予伊蒂絲的精靈之晶，請帶上它找自然之地的[守衛-維爾]。"
tw_42052,"精靈園林主線任務物品。莉雅贈予伊蒂絲的精靈之晶，請帶上它找自然之地的[守衛-塞恩]，需同時攜帶使用珍珠鏟挖出的4顆珍珠。"
tw_42053,"精靈園林主線任務物品。在珍珠鏟所顯示坐標處使用，即可挖出感應到的珍珠。"
tw_42054,"精靈園林主線任務物品。在珍珠鏟所顯示坐標處使用，即可挖出感應到的珍珠。"
tw_42055,"精靈園林主線任務物品。在珍珠鏟所顯示坐標處使用，即可挖出感應到的珍珠。"
tw_42056,"精靈園林主線任務物品。在珍珠鏟所顯示坐標處使用，即可挖出感應到的珍珠。"
tw_42057,"精靈園林主線任務物品。由珍珠鏟挖出的珍珠磨成。需交給莉雅。"
tw_42058,"精靈園林主線任務物品。[勞西安]的魔力能量寶石，適合用作迷霧魔法陣之心，請交給自然之地的[海安]。"
tw_42059,"精靈園林主線任務物品。擊敗妖魔村北面和妖魔城堡附近的獸人守衛獲得。"
tw_42060,"精靈園林主線任務物品。擊敗妖魔村北面和妖魔城堡附近的獸人守衛獲得。"
tw_42061,"精靈園林主線任務物品。擊敗獸人喪尸獲得。"
tw_42062,"精靈園林主線任務物品。擊敗獸人喪尸獲得。"
tw_42063,"精靈園林主線任務物品。擊敗黑暗精靈獲得。"
tw_42064,"精靈園林主線任務物品。擊敗獸人、獸人戰士獲得。"
tw_42065,"精靈園林主線任務物品。使用珍珠鏟挖出的珍珠，需交給自然之地的[守衛-塞恩]。"
tw_42066,"精靈園林主線任務物品。擊敗獸人、獸人戰士獲得。"
tw_42067,"獸人考驗任務物品。"
tw_42068,"獸人考驗任務物品。"
tw_42069,"獸人考驗任務物品。"
tw_42070,"獸人考驗任務物品。"
tw_44000,"適合新手使用的匕首"
tw_44001,"只能使用「初心者武器強化卷軸」進行強化，最多只能強化到6等"
tw_44002,"銀制的單手劍"
tw_44003,"騎士C武（試煉）"
tw_44004,"騎士C武/王族C武（掉落）"
tw_44005,"騎士B武/王族B武"
tw_44006,"騎士A武/王族A武"
tw_44007,"王族A武"
tw_44008,"騎士A+武/王族A+武"
tw_44009,"騎士S武/王族S武"
tw_44010,"適合新手使用的短弓"
tw_44011,"只能使用「初心者武器強化卷軸」進行強化，最多只能強化到6等"
tw_44012,"精靈C武"
tw_44013,"精靈B武"
tw_44014,"精靈A1武"
tw_44015,"精靈A+武"
tw_44016,"精靈S武"
tw_44017,"適合新手使用的法杖"
tw_44018,"只能使用「初心者武器強化卷軸」進行強化，最多只能強化到6等\n套裝部件：\n法杖[一階]\n初心者法袍\n激活套裝後：防禦-1，法力+10，力量+1"
tw_44019,"法師C武"
tw_44020,"法師B武"
tw_44021,"法師A1武"
tw_44022,"法師A2武"
tw_44023,"法師A+武"
tw_44024,"法師S武"
tw_44025,"適合新手使用的匕首，舊王室的象征"
tw_45000,"一件老舊的防具，只能稍微增加你在戰鬥中生存的幾率"
tw_45001,"只能使用「初心者防具強化卷軸」進行強化，最多只能強化到4等\n套裝部件：\n初心者皮甲\n初心者單肩披風\n激活套裝後：防禦-1，敏捷+1"
tw_45002,"只能使用「初心者防具強化卷軸」進行強化，最多只能強化到4等\n套裝部件：\n法杖[一階]\n初心者法袍\n激活套裝後：防禦-1，法力+10，力量+1"
tw_45003,"只能使用「初心者防具強化卷軸」進行強化，最多只能強化到4等\n套裝部件：\n初心者盔甲\n初心者大盾\n激活套裝後：防禦-1，物理減傷+1"
