en_0,"Client: %s Resource: %u"
en_2834,"调整贡献"
en_2835,"最多保留%d 条信息；时间以服务器时间为准"
en_2836,"血盟动态"
en_2837,"职位"
en_2838,"职业"
en_2839,"等级"
en_2840,"经验贡献"
en_2841,"creditsitem"
en_2842,"盟主或副盟职位才能调整职位贡献经验率"
en_2843,"\f22.14 灵魂转生"
en_2844,"Reset"
en_2845,"Remaining"
en_2846,"开启第二套装备"
en_2847,"30天聊天字体颜色"
en_2848,"30天表情组%u"
en_2849,"开启第%u套书签"
en_2850,"%s随从物攻:%+d\n"
en_2851,"%s随从命中:%+d\n"
en_2852,"%s随从魔攻:%+d\n"
en_2853,"%s随从防御:%+d\n"
en_2854,"%s随从魔防:%+d\n"
en_2855,"%s随从血量:%+d\n"
en_2856,"%s随从物伤减免:%+d\n"
en_2857,"%s随从魔伤减免:%+d\n"
en_2858,"赎回经验"
en_2859,"城镇复活"
en_2860,"是否消耗%u金币赎回经验?"
en_2861,"是否洗礼：否"
en_2862,"是否洗礼：是"
en_2863,"转生次数：%d"
en_2864,"等级：%d"
en_2865,"毅力：%d"
en_2866,"体量：%d"
en_2867,"未满足召唤条件，召唤失败"
en_2868,"召唤目录"
en_2869,"当前体量/最大体量：%d/%d"
en_2870,"当前毅力：%d"
en_2871,"一键释放"
en_2872,"召唤"
en_2873,"请选择想要召唤的随从"
en_2874,"%s未知属性:%+d\n"
en_2875,"总奖励时长: %d"
en_2876,"战友列表 （%d/%d)"
en_2877,"战友礼包"
en_2878,"账号累积充值%d元可領取%d时间点"
en_2879,"共享奖励"
en_2880,"解除绑定"
en_2881,"輸入招募令"
en_2882,"条件不足"
en_2883,"\f=------召唤条件------"
en_2884,"Revive"
en_2885,"卖家已收摊"
en_2886,"你已收摊"
en_2887,"没有可上架的物品"
en_2888,"This gift can not collect yet"
en_2889,"图鉴"
en_2890,"查掉落"
en_2891,"查资讯"
en_2892,"领取奖励"
en_2893,"需开启图鉴才能查看"
en_2894,"重置日期:%s"
en_2895,"星级进度:%u/%u"
en_2896,"等级:%u"
en_2897,"地图"
en_2898,"怪物种类"
en_2899,"怪物信息"
en_2900,"怪物图鉴"
en_2901,"等级"
en_2902,"防御"
en_2903,"魔防"
en_2904,"体力"
en_2905,"魔力"
en_2906,"大小"
en_2907,"弱属性"
en_2908,"大"
en_2909,"小"
en_2910,"cn3变身描述-死亡骑士"
en_2911,"cn3变身描述-暗魂骑士长枪手"
en_2912,"cn3变身描述-暗魂骑士"
en_2913,"cn3变身描述-暗魂骑士斧头手"
en_2914,"cn3变身描述-螳螂人"
en_2915,"cn3变身描述-熊地精"
en_2916,"cn3变身描述-魅魔"
en_2917,"cn3变身描述-狼人"
en_2918,"cn3变身描述-人狼"
en_2919,"cn3变身描述-邪恶长矛手"
en_2920,"cn3变身描述-兽人战士"
en_2921,"cn3变身描述-兽人"
en_2922,"cn3变身描述-邪恶剑士"
en_2923,"cn3变身描述-魅魔妖后"
en_2924,"cn3变身描述-冰霜猎手"
en_2925,"cn3变身描述-暗魂骑士弓箭手"
en_2926,"cn3变身描述-熔岩弓箭手"
en_2927,"cn3变身描述-暗黑精灵"
en_2928,"cn3变身描述-兽人巡守"
en_2929,"cn3变身描述-兽人弓箭手"
en_2930,"cn3变身描述-布伦丹"
en_2931,"cn3变身描述-黑长者"
en_2932,"cn3变身描述-长者法师"
en_2933,"cn3变身描述-巴风特"
en_2934,"cn3变身描述-昂哥蜘蛛"
en_2935,"cn3变身描述-侏儒"
en_2936,"已激活"
en_2937,"已升級"
en_2938,"可激活"
en_2939,"可升級"
en_2940,"需求"
en_2941,"天賦列表"
en_2942,"天賦"
en_2943,"天賦詳情"
en_2944,"天賦列表"
en_2945,"血盟天赋"
en_2946,"剩餘天賦點數：%d"
en_2947,"是否消耗 %d 點天賦數學習該天賦？"
en_2948,"未激活"
en_2949,"升級"
en_2950,"可激活"
en_2951,"盟"
en_2952,"已经满级"
en_2953,"Online Time Gift"
en_2954,"\fWOnline Time Gift:\f>\n1. When your character is online, the Online Time Gift option will start to countdown. When the countdown is reached the end, the option will be able to collect. \n2.There are three option in the Online Time Gift currently.  \n3.The Online Time Gift will be reset at 10:00 on Teon Server Time.  \n4. The Online Time Gift countdown is accumulated.  \n5. The icon of Online Time Gift is moveable.  \n6. If the Online Time Gift is stick under other game interface, re-login or open Reward interface will make the icon selectable again."
en_2955,"cn3属性点说明占位"
en_2956,"cn3初始配点和后天配点说明占位"
en_2957,"重置後不保留已有的洗煉屬性，確定要重置為五階魔力球？"
en_2958,"重置"
en_2959,"\f3鎖定的魔法娃娃不能重置"
en_2960,"Mulit-Benefit in:\n-Charater\n-Communication\n-Gaming Interface\n-Trading\n"
en_2961,"Click to view Benefits"
en_2962,"Activate Premium"
en_2963,"Collect Rewards"
en_2964,"View all rewards"
en_2965,"All Rewards"
en_2966,"Benefits"
en_2967,"Reset Time: %s (Server Time)"
en_2968,"\fW====王族属性配点影响（临时占位）====\f>\n\n\f3初始属性所增加的能力为额外能力，升级加点或装备加点不会获得此额外加成\f>\n\n\fW初始力量（11~18）：\f>\n12点：近战伤害+1\n13点：近战伤害+1，\f2近战命中+1\f>\n14点：近战伤害\f2+2\f>，近战命中+1\n15点：近战伤害+2，近战命中\f2+2\f>\n16~18点：近战伤害+2，近战命中+2，\f2负重能力+2\f>\n\n\fW初始体质（12~18）：\f>\n13点：体力成长+1\n14点：体力成长+1，\f2体力回复量+1\f>\n15点：体力成长+1，体力回复量+1，\f2负重能力+2\f>\n16点：体力成长+1，体力回复量\f2+2\f>，负重能力+2\n17点：体力成长+1，体力回复量\f2+3\f>，负重能力+2\n18点：体力成长\f2+2\f>，体力回复量+3，负重能力+2\n\n\fW初始敏捷（12~18）：\f>\n13点：远程命中+2\n14点：远程命中+2，\f2远程伤害+2\f>\n15点：远程命中+2，远程伤害+2，\f2防御+1\f>\n16点：远程命中\f2+3\f>，远程伤害+2，防御+1\n17点：远程命中+3，远程伤害\f2+3\f>，防御+1\n18点：远程命中+3，远程伤害+3，防御\f2+2\f>\n\n\fW初始精神（12~18）：\f>\n13~14点：初始魔力值4点，魔法防御+1\n15点：初始魔力值4点，魔法防御\f2+2\f>，\f2魔力回复量+1\f>\n16~17点：初始魔力值\f26\f>点，魔法防御+2，魔力回复量+1，\f2魔力值成长+1\f>\n18点：初始魔力值\f26点\f>，魔法防御+2，魔力回复量\f2+2\f>，魔力值成长+1\n\n\fW初始智力（12~18）：\f>\n13点：魔法命中+1\n14点：魔法命中+1，\f2魔法暴击+2\f>\n15点：魔法命中\f2+2\f>，魔法暴击+2\n16~18点：魔法命中+2，\f2魔法暴击+4\f>\n\n\fW初始毅力（9~16）：\f>\n精灵毅力在召唤结算时，额外增加12点毅力点数。除此以外初始毅力无其它加成。"
en_2969,"\fW====骑士属性配点影响（临时占位）====\f>\n\n\f3初始属性所增加的能力为额外能力，升级加点或装备加点不会获得此额外加成\f>\n\n\fW初始力量（11~18）：\f>\n12点：近战伤害+1\n13点：近战伤害+1，\f2近战命中+1\f>\n14点：近战伤害\f2+2\f>，近战命中+1\n15点：近战伤害+2，近战命中\f2+2\f>\n16~18点：近战伤害+2，近战命中+2，\f2负重能力+2\f>\n\n\fW初始体质（12~18）：\f>\n13点：体力成长+1\n14点：体力成长+1，\f2体力回复量+1\f>\n15点：体力成长+1，体力回复量+1，\f2负重能力+2\f>\n16点：体力成长+1，体力回复量\f2+2\f>，负重能力+2\n17点：体力成长+1，体力回复量\f2+3\f>，负重能力+2\n18点：体力成长\f2+2\f>，体力回复量+3，负重能力+2\n\n\fW初始敏捷（12~18）：\f>\n13点：远程命中+2\n14点：远程命中+2，\f2远程伤害+2\f>\n15点：远程命中+2，远程伤害+2，\f2防御+1\f>\n16点：远程命中\f2+3\f>，远程伤害+2，防御+1\n17点：远程命中+3，远程伤害\f2+3\f>，防御+1\n18点：远程命中+3，远程伤害+3，防御\f2+2\f>\n\n\fW初始精神（12~18）：\f>\n13~14点：初始魔力值4点，魔法防御+1\n15点：初始魔力值4点，魔法防御\f2+2\f>，\f2魔力回复量+1\f>\n16~17点：初始魔力值\f26\f>点，魔法防御+2，魔力回复量+1，\f2魔力值成长+1\f>\n18点：初始魔力值\f26点\f>，魔法防御+2，魔力回复量\f2+2\f>，魔力值成长+1\n\n\fW初始智力（12~18）：\f>\n13点：魔法命中+1\n14点：魔法命中+1，\f2魔法暴击+2\f>\n15点：魔法命中\f2+2\f>，魔法暴击+2\n16~18点：魔法命中+2，\f2魔法暴击+4\f>\n\n\fW初始毅力（9~16）：\f>\n精灵毅力在召唤结算时，额外增加12点毅力点数。除此以外初始毅力无其它加成。"
en_2970,"\fW====法师属性配点影响（临时占位）====\f>\n\n\f3初始属性所增加的能力为额外能力，升级加点或装备加点不会获得此额外加成\f>\n\n\fW初始力量（11~18）：\f>\n12点：近战伤害+1\n13点：近战伤害+1，\f2近战命中+1\f>\n14点：近战伤害\f2+2\f>，近战命中+1\n15点：近战伤害+2，近战命中\f2+2\f>\n16~18点：近战伤害+2，近战命中+2，\f2负重能力+2\f>\n\n\fW初始体质（12~18）：\f>\n13点：体力成长+1\n14点：体力成长+1，\f2体力回复量+1\f>\n15点：体力成长+1，体力回复量+1，\f2负重能力+2\f>\n16点：体力成长+1，体力回复量\f2+2\f>，负重能力+2\n17点：体力成长+1，体力回复量\f2+3\f>，负重能力+2\n18点：体力成长\f2+2\f>，体力回复量+3，负重能力+2\n\n\fW初始敏捷（12~18）：\f>\n13点：远程命中+2\n14点：远程命中+2，\f2远程伤害+2\f>\n15点：远程命中+2，远程伤害+2，\f2防御+1\f>\n16点：远程命中\f2+3\f>，远程伤害+2，防御+1\n17点：远程命中+3，远程伤害\f2+3\f>，防御+1\n18点：远程命中+3，远程伤害+3，防御\f2+2\f>\n\n\fW初始精神（12~18）：\f>\n13~14点：初始魔力值4点，魔法防御+1\n15点：初始魔力值4点，魔法防御\f2+2\f>，\f2魔力回复量+1\f>\n16~17点：初始魔力值\f26\f>点，魔法防御+2，魔力回复量+1，\f2魔力值成长+1\f>\n18点：初始魔力值\f26点\f>，魔法防御+2，魔力回复量\f2+2\f>，魔力值成长+1\n\n\fW初始智力（12~18）：\f>\n13点：魔法命中+1\n14点：魔法命中+1，\f2魔法暴击+2\f>\n15点：魔法命中\f2+2\f>，魔法暴击+2\n16~18点：魔法命中+2，\f2魔法暴击+4\f>\n\n\fW初始毅力（9~16）：\f>\n精灵毅力在召唤结算时，额外增加12点毅力点数。除此以外初始毅力无其它加成。"
en_2971,"\fW====黑妖属性配点影响（临时占位）====\f>\n\n\f3初始属性所增加的能力为额外能力，升级加点或装备加点不会获得此额外加成\f>\n\n\fW初始力量（11~18）：\f>\n12点：近战伤害+1\n13点：近战伤害+1，\f2近战命中+1\f>\n14点：近战伤害\f2+2\f>，近战命中+1\n15点：近战伤害+2，近战命中\f2+2\f>\n16~18点：近战伤害+2，近战命中+2，\f2负重能力+2\f>\n\n\fW初始体质（12~18）：\f>\n13点：体力成长+1\n14点：体力成长+1，\f2体力回复量+1\f>\n15点：体力成长+1，体力回复量+1，\f2负重能力+2\f>\n16点：体力成长+1，体力回复量\f2+2\f>，负重能力+2\n17点：体力成长+1，体力回复量\f2+3\f>，负重能力+2\n18点：体力成长\f2+2\f>，体力回复量+3，负重能力+2\n\n\fW初始敏捷（12~18）：\f>\n13点：远程命中+2\n14点：远程命中+2，\f2远程伤害+2\f>\n15点：远程命中+2，远程伤害+2，\f2防御+1\f>\n16点：远程命中\f2+3\f>，远程伤害+2，防御+1\n17点：远程命中+3，远程伤害\f2+3\f>，防御+1\n18点：远程命中+3，远程伤害+3，防御\f2+2\f>\n\n\fW初始精神（12~18）：\f>\n13~14点：初始魔力值4点，魔法防御+1\n15点：初始魔力值4点，魔法防御\f2+2\f>，\f2魔力回复量+1\f>\n16~17点：初始魔力值\f26\f>点，魔法防御+2，魔力回复量+1，\f2魔力值成长+1\f>\n18点：初始魔力值\f26点\f>，魔法防御+2，魔力回复量\f2+2\f>，魔力值成长+1\n\n\fW初始智力（12~18）：\f>\n13点：魔法命中+1\n14点：魔法命中+1，\f2魔法暴击+2\f>\n15点：魔法命中\f2+2\f>，魔法暴击+2\n16~18点：魔法命中+2，\f2魔法暴击+4\f>\n\n\fW初始毅力（9~16）：\f>\n精灵毅力在召唤结算时，额外增加12点毅力点数。除此以外初始毅力无其它加成。"
en_2972,"\f3出戰中的魔法娃娃不能重置"
en_2973,"更换"
en_2974,"全部"
en_2975,"默认头像框"
en_2976,"更换头像框"
en_2977,"使用"
en_2978,"\f3你暂时无法移动"
en_2979,"可制作次数%d/%d"
en_2980,"请先选择血盟战旗"
en_2981,"请先输入旗号"
en_2982,"你的血盟没有足够的天赋点数"
en_2983,"首领类怪物不支持查询资讯。"
en_2984,"\fK攻速加成"
en_2985,"\fK移速加成"
en_2986,"%s抵抗麻痹: %+d\n"
en_2987,"\fK抵抗麻痹"
en_2988,"There is no ADs available currently, please try again later."
en_2989,"Renew Now"
en_2990,"\f=Premium Trade\n"
en_2991,"血盟增员"
en_2992,"增加血盟成员上限。\n效果可与【公开演说】和【乱世枭雄】叠加。\n\nLv.1 血盟成员上限 +1\nLv.2 血盟成员上限 +2\nLv.3 血盟成员上限 +3\nLv.4 血盟成员上限 +4\nLv.5 血盟成员上限 +5"
en_2993,"公开演说"
en_2994,"增加血盟成员上限。\n效果可与【血盟增员】和【乱世枭雄】叠加。\n\nLv.1 血盟成员上限 +2\nLv.2 血盟成员上限 +4\nLv.3 血盟成员上限 +6\nLv.4 血盟成员上限 +8\nLv.5 血盟成员上限 +10"
en_2995,"乱世枭雄"
en_2996,"增加血盟成员上限。\n效果可与【血盟增员】和【公开演说】叠加。\n\nLv.1 血盟成员上限 +3\nLv.2 血盟成员上限 +6\nLv.3 血盟成员上限 +9\nLv.4 血盟成员上限 +12\nLv.5 血盟成员上限 +15"
en_2997,"城堡宣战"
en_2998,"在攻城战开启时，可以在承保管理员处进行【宣战】的操作。\n\n此天赋无法升级。"
en_2999,"快速成长"
en_3000,"提升血盟成员在击杀NPC时所获得的经验值\n效果可与【顿悟】叠加\n\nLv.1 经验值提升 1%\nLv.2 经验值提升 2%\nLv.3 经验值提升 3%\nLv.4 经验值提升 4%\nLv.5 经验值提升 5%"
en_3001,"血盟小屋"
en_3002,"可租赁血盟小屋；各规模的血盟小屋效果可与盟屋竞拍主持人了解。\n\nLv.1 可租赁初级盟屋\nLv.2 可租赁中级盟屋\nLv.3 可租赁高级盟屋"
en_3003,"恢复经验"
en_3004,"增加盟屋内传教士所恢复的经验的百分比\n\nLv.1 恢复的经验量从50%提升至55%\nLv.2 恢复的经验量提升至60%\nLv.3 恢复的经验量提升至65%\nLv.4 恢复的经验量提升至70%\nLv.5 恢复的经验量提升至75%\nLv.6 恢复的经验量提升至80%"
en_3005,"顿悟"
en_3006,"提升血盟成员在击杀NPC时所获得的经验值\n效果可与【快速成长】叠加\n\nLv.1 经验值提升 5%\nLv.2 经验值提升 10%\nLv.3 经验值提升 15%"
en_3007,"地监标记"
en_3008,"血盟成员额外获得专门用于记录地监坐标的书签；使用受祝福的随机传送卷轴可以快速传送到该书签标记的地点\n\nLv.1 拥有1个地监书签\nLv.1 拥有2个地监书签\nLv3 拥有3个地监书签"
en_3009,"战斗潜能"
en_3010,"血盟习得【战斗潜能】天赋后，血盟成员便可在盟屋内购买并使用【潜能激活药水】。使用卷轴后30分钟内，每次攻击均有3%激活潜能。潜能激活之后持续30秒，并且在持续期间，不会再激活同一等级的潜能。\n\nLv.1 随机激活以下两种潜能中的一种：\n 精准潜能：近战/远程命中 +2，额外魔伤+2\n 灵巧潜能：远程回避+5，魔法防御+5 \n\nLv.2 随机激活以下两种潜能中的一种：\n 攻击潜能：近战/远程伤害+2，魔攻+2\n 防御潜能：防御-4\n 可与Lv.1的潜能共存。\n\nLv.3 随机激活以下两种潜能中的一种：\n 坚韧潜能：物伤减免 +2，魔伤减免 +2\n 王者潜能：地、水、火、风元素抗性+5，眩晕抗性+5\n 可与 Lv.1 和 Lv.2 的潜能共存。"
en_3011,"(null)"
en_3012,"适龄提示"
en_3013,"稀有头像"
en_3014,"特殊头像"
en_3015,"限量头像"
en_3016,"等级奖励"
en_3017,"头像占用"
en_3018,"%s Reward"
en_3019,"\fR土"
en_3020,"\f3火"
en_3021,"\f1水"
en_3022,"风"
en_3023,"硬皮"
en_3024,"\fAInsufficient Memory"
